,book_id,genres
297,13574,"['fantasy', 'paranormal', 'comics', 'graphic', 'romance', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
298,13575,"['fantasy', 'paranormal', 'comics', 'graphic', 'romance', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
299,13576,"['fantasy', 'paranormal', 'comics', 'graphic', 'romance', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
300,13577,"['fantasy', 'paranormal', 'comics', 'graphic', 'romance', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
301,13578,"['fantasy', 'paranormal', 'comics', 'graphic', 'romance', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
302,13579,"['fantasy', 'paranormal', 'comics', 'graphic', 'romance', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
303,13580,"['fantasy', 'paranormal', 'comics', 'graphic', 'romance', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
304,13624,"['fantasy', 'paranormal', 'fiction', 'poetry']"
305,13642,"['fiction', 'young-adult', 'fantasy', 'paranormal', 'children']"
306,13647,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children']"
307,13652,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
308,13654,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children', 'romance']"
309,13657,"['fantasy', 'paranormal', 'fiction']"
310,13658,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children']"
311,13659,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children']"
312,13660,"['fantasy', 'paranormal', 'children', 'fiction', 'young-adult']"
313,13661,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children', 'romance']"
314,13662,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children']"
315,13664,"['fantasy', 'paranormal', 'children', 'fiction', 'young-adult']"
316,13667,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children']"
317,13727,"['fantasy', 'paranormal', 'comics', 'graphic', 'fiction', 'young-adult']"
318,13728,"['fantasy', 'paranormal', 'comics', 'graphic', 'fiction', 'young-adult']"
319,13729,"['fantasy', 'paranormal', 'comics', 'graphic', 'fiction', 'young-adult']"
320,13730,"['fantasy', 'paranormal', 'comics', 'graphic', 'fiction', 'young-adult']"
321,13731,"['fantasy', 'paranormal', 'comics', 'graphic', 'fiction', 'young-adult']"
322,13733,"['fantasy', 'paranormal', 'comics', 'graphic', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
323,13735,"['fantasy', 'paranormal', 'comics', 'graphic', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
324,13737,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'comics', 'graphic', 'history', 'historical fiction', 'biography']"
325,13759,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
326,13806,"['fantasy', 'paranormal', 'fiction']"
327,13807,"['fantasy', 'paranormal', 'fiction']"
328,13808,"['fantasy', 'paranormal', 'fiction']"
329,13809,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography']"
330,13810,"['fantasy', 'paranormal', 'fiction', 'romance', 'young-adult']"
331,13811,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography']"
332,13812,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
333,13813,"['fantasy', 'paranormal', 'fiction']"
334,13814,"['fantasy', 'paranormal', 'fiction']"
335,13815,"['fantasy', 'paranormal', 'fiction', 'romance']"
336,13816,"['fantasy', 'paranormal', 'fiction']"
337,13817,"['fantasy', 'paranormal', 'fiction']"
338,13818,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'romance']"
339,13819,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime']"
340,13821,"['fantasy', 'paranormal', 'fiction']"
341,13824,"['fiction', 'fantasy', 'paranormal']"
342,13827,"['fantasy', 'paranormal', 'fiction']"
343,13829,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime', 'romance', 'children', 'history', 'historical fiction', 'biography']"
344,13830,"['young-adult', 'fiction', 'fantasy', 'paranormal', 'romance', 'children', 'history', 'historical fiction', 'biography']"
345,13831,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'romance', 'history', 'historical fiction', 'biography']"
346,13832,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'history', 'historical fiction', 'biography', 'children', 'romance', 'non-fiction']"
347,13833,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'children']"
348,13834,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'history', 'historical fiction', 'biography']"
349,13835,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'children', 'history', 'historical fiction', 'biography']"
350,13836,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'romance']"
351,13837,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'children', 'history', 'historical fiction', 'biography']"
352,13843,"['young-adult', 'children', 'fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography']"
353,13850,"['fantasy', 'paranormal', 'romance', 'fiction']"
354,13854,"['fantasy', 'paranormal', 'fiction']"
355,13878,"['fantasy', 'paranormal', 'fiction']"
356,13881,"['fantasy', 'paranormal', 'fiction']"
357,13888,"['fiction', 'fantasy', 'paranormal']"
358,13890,"['fantasy', 'paranormal', 'fiction', 'romance']"
359,13891,"['fantasy', 'paranormal', 'fiction', 'romance']"
360,13895,"['fantasy', 'paranormal', 'fiction', 'romance']"
361,13920,"['fantasy', 'paranormal', 'fiction', 'romance', 'young-adult', 'non-fiction']"
362,13922,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'romance', 'young-adult']"
363,13923,"['fiction', 'history', 'historical fiction', 'biography', 'romance', 'fantasy', 'paranormal', 'young-adult']"
364,13925,"['fantasy', 'paranormal', 'romance', 'fiction', 'history', 'historical fiction', 'biography', 'young-adult']"
365,13926,"['fantasy', 'paranormal', 'romance', 'fiction', 'history', 'historical fiction', 'biography', 'young-adult']"
366,13927,"['fantasy', 'paranormal', 'romance', 'fiction', 'history', 'historical fiction', 'biography', 'young-adult']"
367,13928,"['fantasy', 'paranormal', 'romance', 'fiction', 'history', 'historical fiction', 'biography', 'young-adult']"
368,13929,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'history', 'historical fiction', 'biography']"
369,13931,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'romance', 'young-adult']"
370,13978,"['fantasy', 'paranormal', 'romance', 'fiction', 'young-adult', 'history', 'historical fiction', 'biography']"
371,13979,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
372,13980,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
373,13981,"['fantasy', 'paranormal', 'romance', 'fiction', 'young-adult', 'history', 'historical fiction', 'biography']"
374,13982,"['fantasy', 'paranormal', 'romance', 'fiction', 'young-adult']"
375,13983,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'romance', 'young-adult', 'mystery', 'thriller', 'crime']"
376,13986,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
377,13987,"['fantasy', 'paranormal', 'fiction', 'romance', 'history', 'historical fiction', 'biography', 'young-adult']"
378,13990,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
379,13992,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
380,13993,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'history', 'historical fiction', 'biography']"
381,13994,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
382,13995,"['fantasy', 'paranormal', 'fiction', 'romance', 'young-adult']"
383,13996,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
384,13997,"['fantasy', 'paranormal', 'fiction', 'romance', 'history', 'historical fiction', 'biography', 'young-adult']"
385,13998,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
386,13999,"['fantasy', 'paranormal', 'fiction', 'romance']"
387,14000,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
388,14002,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
389,14003,"['fantasy', 'paranormal', 'romance', 'fiction', 'young-adult', 'children', 'history', 'historical fiction', 'biography']"
390,14004,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult']"
391,14007,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
392,14009,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
393,14012,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'romance', 'young-adult', 'history', 'historical fiction', 'biography']"
394,14013,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult']"
395,14014,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
396,14015,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance', 'children']"
397,14069,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'young-adult']"
398,14150,"['fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
399,14185,"['fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime']"
400,14201,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
401,14202,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
402,14350,"['fiction', 'fantasy', 'paranormal', 'romance', 'poetry', 'history', 'historical fiction', 'biography']"
403,14383,"['fantasy', 'paranormal', 'romance', 'fiction']"
404,14384,"['fantasy', 'paranormal', 'romance', 'fiction']"
405,14460,"['fantasy', 'paranormal', 'fiction', 'romance', 'mystery', 'thriller', 'crime']"
406,14461,"['fantasy', 'paranormal', 'fiction', 'romance', 'mystery', 'thriller', 'crime']"
407,14463,"['fantasy', 'paranormal', 'fiction', 'romance', 'mystery', 'thriller', 'crime']"
408,14497,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
409,14498,"['fantasy', 'paranormal', 'comics', 'graphic', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
410,14501,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
411,14561,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance', 'non-fiction']"
412,14562,"['fiction', 'young-adult', 'fantasy', 'paranormal', 'romance', 'children']"
413,14565,"['young-adult', 'fantasy', 'paranormal', 'fiction', 'romance', 'children']"
414,14566,"['young-adult', 'fantasy', 'paranormal', 'fiction', 'romance', 'children', 'poetry']"
415,14567,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance']"
416,14686,"['fantasy', 'paranormal', 'fiction', 'poetry', 'romance']"
417,14691,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'young-adult']"
418,14976,"['fantasy', 'paranormal', 'comics', 'graphic', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime', 'romance']"
419,14977,"['fantasy', 'paranormal', 'fiction', 'non-fiction', 'children', 'young-adult', 'comics', 'graphic']"
420,14995,"['fiction', 'mystery', 'thriller', 'crime', 'fantasy', 'paranormal', 'romance']"
421,14996,"['fiction', 'mystery', 'thriller', 'crime', 'fantasy', 'paranormal']"
422,14997,"['fiction', 'mystery', 'thriller', 'crime', 'fantasy', 'paranormal']"
423,15045,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'history', 'historical fiction', 'biography', 'romance', 'mystery', 'thriller', 'crime']"
424,15161,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'romance']"
425,15177,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
426,15216,"['fantasy', 'paranormal', 'fiction', 'romance', 'history', 'historical fiction', 'biography']"
427,15241,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
428,15260,"['fantasy', 'paranormal', 'non-fiction', 'fiction', 'history', 'historical fiction', 'biography', 'young-adult']"
429,15268,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
430,15298,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
431,15309,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
432,15329,"['young-adult', 'fantasy', 'paranormal', 'children', 'fiction']"
433,15331,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
434,15350,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
435,15351,"['fantasy', 'paranormal', 'fiction', 'non-fiction', 'history', 'historical fiction', 'biography', 'poetry']"
436,15420,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
437,15424,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
438,15425,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
439,15430,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
440,15433,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children', 'romance']"
441,15435,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
442,15438,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult']"
443,15444,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
444,15447,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'comics', 'graphic', 'romance']"
445,15449,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
446,15450,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
447,15453,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
448,15456,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
449,15460,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'comics', 'graphic']"
450,15464,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
451,15466,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
452,15468,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
453,15471,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime']"
454,15474,"['fantasy', 'paranormal', 'fiction']"
455,15502,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
456,15505,"['fiction', 'fantasy', 'paranormal', 'young-adult', 'children']"
457,15511,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
458,15534,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'comics', 'graphic', 'romance']"
459,15547,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
460,15549,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
461,15550,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult']"
462,15552,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
463,15553,"['fantasy', 'paranormal', 'fiction']"
464,15555,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
465,15557,"['fantasy', 'paranormal', 'fiction']"
466,15558,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
467,15559,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
468,15560,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
469,15561,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
470,15563,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
471,15564,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
472,15566,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
473,15567,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
474,15568,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
475,15575,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
476,15578,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
477,15591,"['fiction', 'fantasy', 'paranormal', 'young-adult', 'children']"
478,15670,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'romance', 'mystery', 'thriller', 'crime']"
479,15784,"['fantasy', 'paranormal', 'fiction', 'comics', 'graphic']"
480,15858,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'young-adult', 'romance']"
481,15881,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
482,16433,"['fiction', 'mystery', 'thriller', 'crime', 'fantasy', 'paranormal']"
483,16468,"['fantasy', 'paranormal', 'fiction', 'children', 'young-adult']"
484,16482,"['fantasy', 'paranormal', 'fiction']"
485,16488,"['fantasy', 'paranormal', 'fiction']"
486,16489,"['mystery', 'thriller', 'crime', 'fiction', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography']"
487,16509,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'non-fiction']"
488,16526,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'romance', 'mystery', 'thriller', 'crime']"
489,16529,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'romance', 'mystery', 'thriller', 'crime']"
490,16536,"['fiction', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography']"
